173-55: Bevölkerung nach Migrationsstatus, Geschlecht und Altersgruppen
Gebietsschlüssel;Gebietseinheit;Zeit;Alter von ... bis unter ... Jahren;Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung ohne Migrationshintergrund;Bevölkerung ohne Migrationshintergrund
;;;;insgesamt;insgesamt;davon;davon;davon;davon;davon;davon
;;;;;;Ausländer;Ausländer;Eingebürgerte 2);Eingebürgerte 2);Aussiedler 3);Aussiedler 3)
;;;;insgesamt;weiblich;insgesamt;weiblich;insgesamt;weiblich;insgesamt;weiblich;insgesamt;weiblich
04011424;In den Hufen (Ortsteil);2013-12-31;65 oder mehr;2;0;1;0;0;0;1;0;94;54
04011424;In den Hufen (Ortsteil);2013-12-31;Insgesamt;25;11;13;4;6;4;6;3;210;107
0401143;Walle (Stadtteil);2013-12-31;unter 6;758;366;128;54;566;281;64;31;503;262
0401143;Walle (Stadtteil);2013-12-31;6 - 15;975;479;228;114;701;344;46;21;969;424
0401143;Walle (Stadtteil);2013-12-31;15 - 18;316;153;154;82;148;65;14;6;436;210
0401143;Walle (Stadtteil);2013-12-31;18 - 25;886;458;519;261;309;161;58;36;1796;931
0401143;Walle (Stadtteil);2013-12-31;25 - 30;849;413;500;238;265;133;84;42;1520;763
0401143;Walle (Stadtteil);2013-12-31;30 - 50;2873;1337;1850;865;878;390;145;82;5457;2612
0401143;Walle (Stadtteil);2013-12-31;50 - 65;1135;557;702;349;337;153;96;55;4466;2183
0401143;Walle (Stadtteil);2013-12-31;65 oder mehr;635;285;399;167;142;73;94;45;4229;2483
0401143;Walle (Stadtteil);2013-12-31;Insgesamt;8427;4048;4480;2130;3346;1600;601;318;19376;9868
04011431;Utbremen (Ortsteil);2013-12-31;unter 6;108;59;11;6;93;50;4;3;49;22
04011431;Utbremen (Ortsteil);2013-12-31;6 - 15;163;80;22;10;130;66;11;4;99;40
04011431;Utbremen (Ortsteil);2013-12-31;15 - 18;37;20;14;10;21;9;2;1;44;23
04011431;Utbremen (Ortsteil);2013-12-31;18 - 25;114;60;53;26;50;26;11;8;179;100
04011431;Utbremen (Ortsteil);2013-12-31;25 - 30;107;51;52;24;41;19;14;8;183;94
04011431;Utbremen (Ortsteil);2013-12-31;30 - 50;389;184;208;101;157;70;24;13;525;262
04011431;Utbremen (Ortsteil);2013-12-31;50 - 65;151;79;85;47;52;23;14;9;415;227
04011431;Utbremen (Ortsteil);2013-12-31;65 oder mehr;96;43;53;22;23;12;20;9;519;315
04011431;Utbremen (Ortsteil);2013-12-31;Insgesamt;1165;576;498;246;567;275;100;55;2013;1083
04011432;Steffensweg (Ortsteil);2013-12-31;unter 6;89;38;16;8;64;29;9;1;68;34
04011432;Steffensweg (Ortsteil);2013-12-31;6 - 15;145;82;32;23;107;58;6;1;121;55
04011432;Steffensweg (Ortsteil);2013-12-31;15 - 18;48;27;18;9;29;18;1;0;63;22
04011432;Steffensweg (Ortsteil);2013-12-31;18 - 25;124;67;63;34;55;30;6;3;324;174
04011432;Steffensweg (Ortsteil);2013-12-31;25 - 30;122;58;75;34;38;20;9;4;283;136
04011432;Steffensweg (Ortsteil);2013-12-31;30 - 50;417;190;253;114;139;63;25;13;848;393
04011432;Steffensweg (Ortsteil);2013-12-31;50 - 65;165;75;109;48;48;23;8;4;663;341
04011432;Steffensweg (Ortsteil);2013-12-31;65 oder mehr;101;46;68;28;18;9;15;9;741;448
04011432;Steffensweg (Ortsteil);2013-12-31;Insgesamt;1211;583;634;298;498;250;79;35;3111;1603
04011433;Westend (Ortsteil);2013-12-31;unter 6;173;101;37;22;116;67;20;12;106;52
04011433;Westend (Ortsteil);2013-12-31;6 - 15;190;93;61;32;120;53;9;8;203;80
04011433;Westend (Ortsteil);2013-12-31;15 - 18;80;37;50;26;28;9;2;2;91;55
04011433;Westend (Ortsteil);2013-12-31;18 - 25;218;117;150;79;59;33;9;5;470;228
04011433;Westend (Ortsteil);2013-12-31;25 - 30;253;118;154;70;74;37;25;11;405;195
04011433;Westend (Ortsteil);2013-12-31;30 - 50;698;317;480;213;191;86;27;18;1290;617
04011433;Westend (Ortsteil);2013-12-31;50 - 65;277;135;173;76;75;41;29;18;982;461
04011433;Westend (Ortsteil);2013-12-31;65 oder mehr;170;77;111;46;35;18;24;13;876;521
04011433;Westend (Ortsteil);2013-12-31;Insgesamt;2059;995;1216;564;698;344;145;87;4423;2209
04011434;Walle (Ortsteil);2013-12-31;unter 6;233;99;41;13;176;79;16;7;165;97
04011434;Walle (Ortsteil);2013-12-31;6 - 15;284;134;68;28;206;100;10;6;328;155
04011434;Walle (Ortsteil);2013-12-31;15 - 18;102;47;49;25;49;20;4;2;134;55
04011434;Walle (Ortsteil);2013-12-31;18 - 25;251;125;135;66;94;46;22;13;471;246
04011434;Walle (Ortsteil);2013-12-31;25 - 30;222;114;139;67;61;33;22;14;364;188
04011434;Walle (Ortsteil);2013-12-31;30 - 50;814;400;524;255;252;123;38;22;1562;763
04011434;Walle (Ortsteil);2013-12-31;50 - 65;320;164;188;105;100;41;32;18;1371;671
04011434;Walle (Ortsteil);2013-12-31;65 oder mehr;164;73;97;39;43;25;24;9;1145;655
04011434;Walle (Ortsteil);2013-12-31;Insgesamt;2390;1156;1241;598;981;467;168;91;5540;2830
04011435;Osterfeuerberg (Ortsteil);2013-12-31;unter 6;137;64;23;5;102;53;12;6;107;52
04011435;Osterfeuerberg (Ortsteil);2013-12-31;6 - 15;169;80;42;19;119;59;8;2;202;86
04011435;Osterfeuerberg (Ortsteil);2013-12-31;15 - 18;41;21;20;12;17;8;4;1;99;52
04011435;Osterfeuerberg (Ortsteil);2013-12-31;18 - 25;165;82;111;53;45;23;9;6;316;168
04011435;Osterfeuerberg (Ortsteil);2013-12-31;25 - 30;126;62;69;37;45;21;12;4;247;130
04011435;Osterfeuerberg (Ortsteil);2013-12-31;30 - 50;485;218;340;163;121;43;24;12;1053;502
04011435;Osterfeuerberg (Ortsteil);2013-12-31;50 - 65;186;89;120;62;54;22;12;5;851;405
04011435;Osterfeuerberg (Ortsteil);2013-12-31;65 oder mehr;98;46;69;32;21;9;8;5;716;420
04011435;Osterfeuerberg (Ortsteil);2013-12-31;Insgesamt;1407;662;794;383;524;238;89;41;3591;1815
04011436;Hohweg (Ortsteil);2013-12-31;unter 6;.;.;.;.;.;.;.;.;.;.
04011436;Hohweg (Ortsteil);2013-12-31;6 - 15;9;1;0;0;8;1;1;0;13;6
04011436;Hohweg (Ortsteil);2013-12-31;15 - 18;1;0;0;0;1;0;0;0;4;2
04011436;Hohweg (Ortsteil);2013-12-31;18 - 25;3;2;2;1;1;1;0;0;9;5
04011436;Hohweg (Ortsteil);2013-12-31;25 - 30;4;2;4;2;0;0;0;0;6;4
04011436;Hohweg (Ortsteil);2013-12-31;30 - 50;.;.;.;.;.;.;.;.;.;.
04011436;Hohweg (Ortsteil);2013-12-31;50 - 65;17;5;12;3;4;1;1;1;90;40
04011436;Hohweg (Ortsteil);2013-12-31;65 oder mehr;1;0;0;0;0;0;1;0;185;105
04011436;Hohweg (Ortsteil);2013-12-31;Insgesamt;60;18;29;9;26;6;5;3;358;185
04011437;Überseestadt (Ortsteil);2013-12-31;unter 6;.;.;.;.;.;.;.;.;.;.
04011437;Überseestadt (Ortsteil);2013-12-31;6 - 15;.;.;.;.;.;.;.;.;.;.
04011437;Überseestadt (Ortsteil);2013-12-31;15 - 18;.;.;.;.;.;.;.;.;.;.
04011437;Überseestadt (Ortsteil);2013-12-31;18 - 25;.;.;.;.;.;.;.;.;.;.
04011437;Überseestadt (Ortsteil);2013-12-31;25 - 30;.;.;.;.;.;.;.;.;.;.
04011437;Überseestadt (Ortsteil);2013-12-31;30 - 50;.;.;.;.;.;.;.;.;.;.
04011437;Überseestadt (Ortsteil);2013-12-31;50 - 65;19;10;15;8;4;2;0;0;94;38
04011437;Überseestadt (Ortsteil);2013-12-31;65 oder mehr;5;0;1;0;2;0;2;0;47;19
04011437;Überseestadt (Ortsteil);2013-12-31;Insgesamt;135;58;68;32;52;20;15;6;340;143
0401144;Gröpelingen (Stadtteil);2013-12-31;unter 6;1576;729;424;188;1039;486;113;55;600;279
0401144;Gröpelingen (Stadtteil);2013-12-31;6 - 15;2169;1038;682;329;1389;664;98;45;1056;545
0401144;Gröpelingen (Stadtteil);2013-12-31;15 - 18;684;310;384;179;271;116;29;15;462;222
0401144;Gröpelingen (Stadtteil);2013-12-31;18 - 25;1617;789;1001;481;540;263;76;45;1730;862
0401144;Gröpelingen (Stadtteil);2013-12-31;25 - 30;1283;593;816;365;372;183;95;45;1238;606
0401144;Gröpelingen (Stadtteil);2013-12-31;30 - 50;5113;2219;3523;1560;1291;536;299;123;4978;2286
0401144;Gröpelingen (Stadtteil);2013-12-31;50 - 65;1925;971;1193;633;485;212;247;126;4806;2342
0401144;Gröpelingen (Stadtteil);2013-12-31;65 oder mehr;1264;565;857;361;241;110;166;94;5064;2935
0401144;Gröpelingen (Stadtteil);2013-12-31;Insgesamt;15631;7214;8880;4096;5628;2570;1123;548;19934;10077
04011441;Lindenhof (Ortsteil);2013-12-31;unter 6;370;186;106;52;249;125;15;9;90;41
04011441;Lindenhof (Ortsteil);2013-12-31;6 - 15;522;252;176;79;329;162;17;11;199;114
04011441;Lindenhof (Ortsteil);2013-12-31;15 - 18;166;72;87;41;71;27;8;4;100;48
04011441;Lindenhof (Ortsteil);2013-12-31;18 - 25;405;202;272;129;119;63;14;10;351;161
04011441;Lindenhof (Ortsteil);2013-12-31;25 - 30;321;145;221;94;90;47;10;4;262;107
04011441;Lindenhof (Ortsteil);2013-12-31;30 - 50;1255;519;927;388;281;117;47;14;1081;461
04011441;Lindenhof (Ortsteil);2013-12-31;50 - 65;445;232;317;172;85;37;43;23;1140;544
04011441;Lindenhof (Ortsteil);2013-12-31;65 oder mehr;306;130;220;90;53;23;33;17;1156;682
04011441;Lindenhof (Ortsteil);2013-12-31;Insgesamt;3790;1738;2326;1045;1277;601;187;92;4379;2158
04011442;Gröpelingen (Ortsteil);2013-12-31;unter 6;460;212;108;46;324;155;28;11;170;84
04011442;Gröpelingen (Ortsteil);2013-12-31;6 - 15;542;253;173;87;358;163;11;3;272;142
04011442;Gröpelingen (Ortsteil);2013-12-31;15 - 18;154;69;87;35;61;31;6;3;111;51
04011442;Gröpelingen (Ortsteil);2013-12-31;18 - 25;384;193;245;118;125;68;14;7;431;230
04011442;Gröpelingen (Ortsteil);2013-12-31;25 - 30;336;179;218;114;102;54;16;11;321;178
04011442;Gröpelingen (Ortsteil);2013-12-31;30 - 50;1316;618;913;435;335;152;68;31;1193;579
04011442;Gröpelingen (Ortsteil);2013-12-31;50 - 65;473;253;317;179;111;48;45;26;1119;576
04011442;Gröpelingen (Ortsteil);2013-12-31;65 oder mehr;327;150;242;103;49;24;36;23;1414;832
04011442;Gröpelingen (Ortsteil);2013-12-31;Insgesamt;3992;1927;2303;1117;1465;695;224;115;5031;2672
04011443;Ohlenhof (Ortsteil);2013-12-31;unter 6;469;194;143;57;301;125;25;12;147;61
04011443;Ohlenhof (Ortsteil);2013-12-31;6 - 15;690;331;249;124;419;197;22;10;253;120
04011443;Ohlenhof (Ortsteil);2013-12-31;15 - 18;212;107;138;72;72;34;2;1;111;51
04011443;Ohlenhof (Ortsteil);2013-12-31;18 - 25;519;249;322;159;178;75;19;15;464;251
04011443;Ohlenhof (Ortsteil);2013-12-31;25 - 30;379;160;239;99;113;50;27;11;310;164
04011443;Ohlenhof (Ortsteil);2013-12-31;30 - 50;1564;655;1116;496;398;140;50;19;1231;570
04011443;Ohlenhof (Ortsteil);2013-12-31;50 - 65;593;280;379;188;157;61;57;31;1216;582
04011443;Ohlenhof (Ortsteil);2013-12-31;65 oder mehr;367;152;264;106;63;24;40;22;1126;618
04011443;Ohlenhof (Ortsteil);2013-12-31;Insgesamt;4793;2128;2850;1301;1701;706;242;121;4858;2417
04011444;In den Wischen (Ortsteil);2013-12-31;unter 6;.;.;.;.;.;.;.;.;.;.
04011444;In den Wischen (Ortsteil);2013-12-31;6 - 15;.;.;.;.;.;.;.;.;.;.
04011444;In den Wischen (Ortsteil);2013-12-31;15 - 18;.;.;.;.;.;.;.;.;.;.
04011444;In den Wischen (Ortsteil);2013-12-31;18 - 25;.;.;.;.;.;.;.;.;.;.
04011444;In den Wischen (Ortsteil);2013-12-31;25 - 30;.;.;.;.;.;.;.;.;.;.
04011444;In den Wischen (Ortsteil);2013-12-31;30 - 50;.;.;.;.;.;.;.;.;.;.
04011444;In den Wischen (Ortsteil);2013-12-31;50 - 65;0;0;0;0;0;0;0;0;1;0
04011444;In den Wischen (Ortsteil);2013-12-31;65 oder mehr;0;0;0;0;0;0;0;0;7;3
04011444;In den Wischen (Ortsteil);2013-12-31;Insgesamt;0;0;0;0;0;0;0;0;12;6
04011445;Oslebshausen (Ortsteil);2013-12-31;unter 6;277;137;67;33;165;81;45;23;193;93
04011445;Oslebshausen (Ortsteil);2013-12-31;6 - 15;415;202;84;39;283;142;48;21;332;169
04011445;Oslebshausen (Ortsteil);2013-12-31;15 - 18;152;62;72;31;67;24;13;7;140;72
04011445;Oslebshausen (Ortsteil);2013-12-31;18 - 25;309;145;162;75;118;57;29;13;482;218
04011445;Oslebshausen (Ortsteil);2013-12-31;25 - 30;247;109;138;58;67;32;42;19;345;157
04011445;Oslebshausen (Ortsteil);2013-12-31;30 - 50;978;427;567;241;277;127;134;59;1471;675
04011445;Oslebshausen (Ortsteil);2013-12-31;50 - 65;414;206;180;94;132;66;102;46;1330;640
04011445;Oslebshausen (Ortsteil);2013-12-31;65 oder mehr;264;133;131;62;76;39;57;32;1361;800
04011445;Oslebshausen (Ortsteil);2013-12-31;Insgesamt;3056;1421;1401;633;1185;568;470;220;5654;2824
040115;Nord (Stadtbezirk);2013-12-31;unter 6;2393;1131;503;251;1244;586;646;294;2120;1030
040115;Nord (Stadtbezirk);2013-12-31;6 - 15;3486;1673;770;366;2061;1001;655;306;4004;1888
040115;Nord (Stadtbezirk);2013-12-31;15 - 18;1172;553;475;219;498;232;199;102;1852;890
040115;Nord (Stadtbezirk);2013-12-31;18 - 25;2873;1345;1541;706;902;436;430;203;5157;2565
040115;Nord (Stadtbezirk);2013-12-31;25 - 30;2128;958;984;447;655;291;489;220;3423;1683
040115;Nord (Stadtbezirk);2013-12-31;30 - 50;7564;3740;3774;1892;2310;1115;1480;733;16370;8058
040115;Nord (Stadtbezirk);2013-12-31;50 - 65;4350;2256;1545;819;1284;655;1521;782;16111;8109
040115;Nord (Stadtbezirk);2013-12-31;65 oder mehr;2858;1484;1119;484;758;425;981;575;20128;11744
040115;Nord (Stadtbezirk);2013-12-31;Insgesamt;26824;13140;10711;5184;9712;4741;6401;3215;69165;35967
0401151;Burglesum (Stadtteil);2013-12-31;unter 6;748;348;107;52;363;165;278;131;767;337
0401151;Burglesum (Stadtteil);2013-12-31;6 - 15;1029;486;153;66;592;298;284;122;1372;629
0401151;Burglesum (Stadtteil);2013-12-31;15 - 18;356;145;137;46;140;58;79;41;586;293
0401151;Burglesum (Stadtteil);2013-12-31;18 - 25;894;434;473;227;240;127;181;80;1653;855
0401151;Burglesum (Stadtteil);2013-12-31;25 - 30;684;312;277;135;198;76;209;101;1184;596
0401151;Burglesum (Stadtteil);2013-12-31;30 - 50;2410;1224;1066;575;697;336;647;313;5644;2784
0401151;Burglesum (Stadtteil);2013-12-31;50 - 65;1484;772;418;215;426;231;640;326;5474;2766
0401151;Burglesum (Stadtteil);2013-12-31;65 oder mehr;995;567;275;131;261;156;459;280;7260;4271
0401151;Burglesum (Stadtteil);2013-12-31;Insgesamt;8600;4288;2906;1447;2917;1447;2777;1394;23940;12531
04011511;Burg-Grambke (Ortsteil);2013-12-31;unter 6;161;69;33;17;95;37;33;15;148;61
04011511;Burg-Grambke (Ortsteil);2013-12-31;6 - 15;236;104;55;25;142;62;39;17;281;142
04011511;Burg-Grambke (Ortsteil);2013-12-31;15 - 18;85;36;29;14;38;13;18;9;101;55
04011511;Burg-Grambke (Ortsteil);2013-12-31;18 - 25;182;87;76;35;66;33;40;19;332;173
04011511;Burg-Grambke (Ortsteil);2013-12-31;25 - 30;134;58;61;27;44;21;29;10;224;114
04011511;Burg-Grambke (Ortsteil);2013-12-31;30 - 50;514;261;249;135;145;68;120;58;1266;599
04011511;Burg-Grambke (Ortsteil);2013-12-31;50 - 65;272;133;89;42;82;42;101;49;1151;563
04011511;Burg-Grambke (Ortsteil);2013-12-31;65 oder mehr;165;87;59;27;44;22;62;38;1424;816
04011511;Burg-Grambke (Ortsteil);2013-12-31;Insgesamt;1749;835;651;322;656;298;442;215;4927;2523
04011512;Werderland (Ortsteil);2013-12-31;unter 6;.;.;.;.;.;.;.;.;.;.
04011512;Werderland (Ortsteil);2013-12-31;6 - 15;.;.;.;.;.;.;.;.;.;.
04011512;Werderland (Ortsteil);2013-12-31;15 - 18;.;.;.;.;.;.;.;.;.;.
04011512;Werderland (Ortsteil);2013-12-31;18 - 25;.;.;.;.;.;.;.;.;.;.
04011512;Werderland (Ortsteil);2013-12-31;25 - 30;.;.;.;.;.;.;.;.;.;.
04011512;Werderland (Ortsteil);2013-12-31;30 - 50;.;.;.;.;.;.;.;.;.;.
04011512;Werderland (Ortsteil);2013-12-31;50 - 65;5;3;2;1;1;1;2;1;85;44
04011512;Werderland (Ortsteil);2013-12-31;65 oder mehr;2;1;0;0;0;0;2;1;77;39
04011512;Werderland (Ortsteil);2013-12-31;Insgesamt;24;14;6;3;13;8;5;3;331;170
04011513;Burgdamm (Ortsteil);2013-12-31;unter 6;331;162;44;22;152;68;135;72;222;104
04011513;Burgdamm (Ortsteil);2013-12-31;6 - 15;514;247;68;29;287;148;159;70;340;158
04011513;Burgdamm (Ortsteil);2013-12-31;15 - 18;152;67;51;26;65;25;36;16;169;81
04011513;Burgdamm (Ortsteil);2013-12-31;18 - 25;301;146;113;58;94;47;94;41;494;264
04011513;Burgdamm (Ortsteil);2013-12-31;25 - 30;303;136;102;53;98;34;103;49;374;182
04011513;Burgdamm (Ortsteil);2013-12-31;30 - 50;1124;569;496;271;309;141;319;157;1567;784
04011513;Burgdamm (Ortsteil);2013-12-31;50 - 65;756;386;194;101;204;106;358;179;1507;746
04011513;Burgdamm (Ortsteil);2013-12-31;65 oder mehr;477;272;138;66;109;62;230;144;1911;1138
04011513;Burgdamm (Ortsteil);2013-12-31;Insgesamt;3958;1985;1206;626;1318;631;1434;728;6584;3457
04011514;Lesum (Ortsteil);2013-12-31;unter 6;149;74;24;10;63;32;62;32;239;105
04011514;Lesum (Ortsteil);2013-12-31;6 - 15;168;73;23;9;90;43;55;21;401;176
04011514;Lesum (Ortsteil);2013-12-31;15 - 18;101;35;54;5;27;17;20;13;193;103
04011514;Lesum (Ortsteil);2013-12-31;18 - 25;136;74;51;28;48;32;37;14;512;255
04011514;Lesum (Ortsteil);2013-12-31;25 - 30;150;71;59;27;35;12;56;32;372;196
04011514;Lesum (Ortsteil);2013-12-31;30 - 50;476;237;199;105;137;63;140;69;1587;796
04011514;Lesum (Ortsteil);2013-12-31;50 - 65;294;169;86;47;80;49;128;73;1610;820
04011514;Lesum (Ortsteil);2013-12-31;65 oder mehr;197;117;40;18;61;42;96;57;2251;1334
04011514;Lesum (Ortsteil);2013-12-31;Insgesamt;1671;850;536;249;541;290;594;311;7165;3785
04011515;St  Magnus (Ortsteil);2013-12-31;unter 6;105;42;5;3;52;27;48;12;145;64
04011515;St  Magnus (Ortsteil);2013-12-31;6 - 15;107;59;7;3;69;42;31;14;327;141
04011515;St  Magnus (Ortsteil);2013-12-31;15 - 18;15;5;3;1;8;2;4;2;115;52
04011515;St  Magnus (Ortsteil);2013-12-31;18 - 25;274;126;233;106;31;14;10;6;292;150
04011515;St  Magnus (Ortsteil);2013-12-31;25 - 30;96;47;54;28;21;9;21;10;205;99
04011515;St  Magnus (Ortsteil);2013-12-31;30 - 50;290;154;120;62;102;63;68;29;1131;553
04011515;St  Magnus (Ortsteil);2013-12-31;50 - 65;157;81;47;24;59;33;51;24;1121;593
04011515;St  Magnus (Ortsteil);2013-12-31;65 oder mehr;154;90;38;20;47;30;69;40;1597;944
04011515;St  Magnus (Ortsteil);2013-12-31;Insgesamt;1198;604;507;247;389;220;302;137;4933;2596
0401152;Vegesack (Stadtteil);2013-12-31;unter 6;820;379;195;89;466;230;159;60;671;354
0401152;Vegesack (Stadtteil);2013-12-31;6 - 15;1219;586;322;158;718;341;179;87;1238;616
0401152;Vegesack (Stadtteil);2013-12-31;15 - 18;382;200;160;81;178;95;44;24;663;326
0401152;Vegesack (Stadtteil);2013-12-31;18 - 25;1158;531;723;318;316;154;119;59;1697;821
0401152;Vegesack (Stadtteil);2013-12-31;25 - 30;773;348;432;194;208;101;133;53;1141;571
0401152;Vegesack (Stadtteil);2013-12-31;30 - 50;2758;1311;1522;699;845;406;391;206;5476;2669
0401152;Vegesack (Stadtteil);2013-12-31;50 - 65;1532;777;648;339;446;221;438;217;5386;2745
0401152;Vegesack (Stadtteil);2013-12-31;65 oder mehr;977;484;450;185;261;150;266;149;6965;4050
0401152;Vegesack (Stadtteil);2013-12-31;Insgesamt;9619;4616;4452;2063;3438;1698;1729;855;23237;12152
04011521;Vegesack (Ortsteil);2013-12-31;unter 6;171;86;31;17;102;54;38;15;125;73
04011521;Vegesack (Ortsteil);2013-12-31;6 - 15;207;96;49;27;132;58;26;11;204;109
04011521;Vegesack (Ortsteil);2013-12-31;15 - 18;71;40;26;14;38;21;7;5;123;60
04011521;Vegesack (Ortsteil);2013-12-31;18 - 25;162;82;67;36;68;35;27;11;338;173
04011521;Vegesack (Ortsteil);2013-12-31;25 - 30;183;77;94;35;52;25;37;17;259;136
04011521;Vegesack (Ortsteil);2013-12-31;30 - 50;523;265;267;127;173;92;83;46;1115;541
04011521;Vegesack (Ortsteil);2013-12-31;50 - 65;296;155;119;59;87;45;90;51;1075;554
04011521;Vegesack (Ortsteil);2013-12-31;65 oder mehr;227;112;82;34;74;46;71;32;1450;888
04011521;Vegesack (Ortsteil);2013-12-31;Insgesamt;1840;913;735;349;726;376;379;188;4689;2534
04011522;Grohn (Ortsteil);2013-12-31;unter 6;215;106;85;36;109;61;21;9;76;47
04011522;Grohn (Ortsteil);2013-12-31;6 - 15;326;158;150;73;156;74;20;11;161;77
04011522;Grohn (Ortsteil);2013-12-31;15 - 18;125;70;63;36;47;26;15;8;89;47
04011522;Grohn (Ortsteil);2013-12-31;18 - 25;567;258;462;205;97;48;8;5;243;137
04011522;Grohn (Ortsteil);2013-12-31;25 - 30;208;90;158;71;40;15;10;4;120;46
04011522;Grohn (Ortsteil);2013-12-31;30 - 50;592;283;400;195;144;68;48;20;718;355
04011522;Grohn (Ortsteil);2013-12-31;50 - 65;331;171;166;91;75;34;90;46;767;387
04011522;Grohn (Ortsteil);2013-12-31;65 oder mehr;174;90;97;41;34;21;43;28;1009;555
04011522;Grohn (Ortsteil);2013-12-31;Insgesamt;2538;1226;1581;748;702;347;255;131;3183;1651
04011523;Schönebeck (Ortsteil);2013-12-31;unter 6;100;47;13;8;48;27;39;12;162;78
04011523;Schönebeck (Ortsteil);2013-12-31;6 - 15;153;73;23;8;79;41;51;24;264;121
04011523;Schönebeck (Ortsteil);2013-12-31;15 - 18;37;13;15;4;16;7;6;2;144;70
04011523;Schönebeck (Ortsteil);2013-12-31;18 - 25;72;34;37;19;19;6;16;9;285;119
04011523;Schönebeck (Ortsteil);2013-12-31;25 - 30;98;40;41;17;23;12;34;11;180;105
04011523;Schönebeck (Ortsteil);2013-12-31;30 - 50;291;141;119;53;91;39;81;49;932;480
04011523;Schönebeck (Ortsteil);2013-12-31;50 - 65;196;97;61;32;58;29;77;36;941;499
04011523;Schönebeck (Ortsteil);2013-12-31;65 oder mehr;90;52;21;10;30;20;39;22;1285;716
04011523;Schönebeck (Ortsteil);2013-12-31;Insgesamt;1037;497;330;151;364;181;343;165;4193;2188
04011524;Aumund-Hammersbeck (Ortsteil);2013-12-31;unter 6;168;81;31;14;108;51;29;16;161;77
04011524;Aumund-Hammersbeck (Ortsteil);2013-12-31;6 - 15;288;140;45;26;202;96;41;18;304;148
04011524;Aumund-Hammersbeck (Ortsteil);2013-12-31;15 - 18;80;35;31;9;43;23;6;3;157;74
04011524;Aumund-Hammersbeck (Ortsteil);2013-12-31;18 - 25;182;81;78;33;73;36;31;12;408;192
04011524;Aumund-Hammersbeck (Ortsteil);2013-12-31;25 - 30;123;66;65;37;34;18;24;11;243;115
04011524;Aumund-Hammersbeck (Ortsteil);2013-12-31;30 - 50;646;331;337;171;222;113;87;47;1315;646
04011524;Aumund-Hammersbeck (Ortsteil);2013-12-31;50 - 65;321;178;118;76;102;51;101;51;1288;637
04011524;Aumund-Hammersbeck (Ortsteil);2013-12-31;65 oder mehr;231;109;135;56;54;28;42;25;1500;848
04011524;Aumund-Hammersbeck (Ortsteil);2013-12-31;Insgesamt;2039;1021;840;422;838;416;361;183;5376;2737
04011525;Fähr-Lobbendorf (Ortsteil);2013-12-31;unter 6;166;59;35;14;99;37;32;8;147;79
04011525;Fähr-Lobbendorf (Ortsteil);2013-12-31;6 - 15;245;119;55;24;149;72;41;23;305;161
04011525;Fähr-Lobbendorf (Ortsteil);2013-12-31;15 - 18;69;42;25;18;34;18;10;6;150;75
04011525;Fähr-Lobbendorf (Ortsteil);2013-12-31;18 - 25;175;76;79;25;59;29;37;22;423;200
04011525;Fähr-Lobbendorf (Ortsteil);2013-12-31;25 - 30;161;75;74;34;59;31;28;10;339;169
04011525;Fähr-Lobbendorf (Ortsteil);2013-12-31;30 - 50;706;291;399;153;215;94;92;44;1396;647
04011525;Fähr-Lobbendorf (Ortsteil);2013-12-31;50 - 65;388;176;184;81;124;62;80;33;1315;668
04011525;Fähr-Lobbendorf (Ortsteil);2013-12-31;65 oder mehr;255;121;115;44;69;35;71;42;1721;1043
04011525;Fähr-Lobbendorf (Ortsteil);2013-12-31;Insgesamt;2165;959;966;393;808;378;391;188;5796;3042
0401153;Blumenthal (Stadtteil);2013-12-31;unter 6;825;404;201;110;415;191;209;103;682;339
0401153;Blumenthal (Stadtteil);2013-12-31;6 - 15;1238;601;295;142;751;362;192;97;1394;643
0401153;Blumenthal (Stadtteil);2013-12-31;15 - 18;434;208;178;92;180;79;76;37;603;271
0401153;Blumenthal (Stadtteil);2013-12-31;18 - 25;821;380;345;161;346;155;130;64;1807;889
0401153;Blumenthal (Stadtteil);2013-12-31;25 - 30;671;298;275;118;249;114;147;66;1098;516
0401153;Blumenthal (Stadtteil);2013-12-31;30 - 50;2396;1205;1186;618;768;373;442;214;5250;2605
0401153;Blumenthal (Stadtteil);2013-12-31;50 - 65;1334;707;479;265;412;203;443;239;5251;2598
0401153;Blumenthal (Stadtteil);2013-12-31;65 oder mehr;886;433;394;168;236;119;256;146;5903;3423
0401153;Blumenthal (Stadtteil);2013-12-31;Insgesamt;8605;4236;3353;1674;3357;1596;1895;966;21988;11284
04011531;Blumenthal (Ortsteil);2013-12-31;unter 6;323;164;115;63;159;74;49;27;193;86
04011531;Blumenthal (Ortsteil);2013-12-31;6 - 15;534;268;175;85;292;146;67;37;351;159
04011531;Blumenthal (Ortsteil);2013-12-31;15 - 18;183;90;94;51;57;28;32;11;155;68
04011531;Blumenthal (Ortsteil);2013-12-31;18 - 25;355;153;180;80;132;54;43;19;550;272
